name,url,description,product_type,duration,remote_support,adaptive_support,test_type
MS Office Basic Computer Literacy (New),https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-new/,"MS Office Basic Computer Literacy (New): Multi-choice test that measures the ability to use MS Word, MS Excel and MS PowerPoint to perform basic tasks on a computer.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
MS Office Basic Computer Literacy (Sim) (New),https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-sim-new/,"MS Office Basic Computer Literacy (Sim) (New): Simulation based test that measures the ability to use basic computer operations, browser navigation, MS office and email.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
MS PowerPoint (New),https://www.shl.com/products/product-catalog/view/ms-powerpoint-new/,"MS PowerPoint (New): Multi-choice test that measures the knowledge of MS PowerPoint toolbars, slide layouts, animation, slideshow, slide designs and formats.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
MS Word (New),https://www.shl.com/products/product-catalog/view/ms-word-new/,MS Word (New): Multi-choice test that measures the ability to use MS Word to record and save textual information.,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
MuleSoft Development (New),https://www.shl.com/products/product-catalog/view/mulesoft-development-new/,"MuleSoft Development (New): Multi-choice test that measures the knowledge of MuleSoft basic concepts, APIs and web services, Mule flow and scope, connectors and deployment.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Multitasking Ability,https://www.shl.com/products/product-catalog/view/multitasking-ability/,"Multitasking Ability: The Multitasking Ability assessment is a measure of one’s ability to adeptly work on more than one task simultaneously, while maintaining efficiency and…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Networking and Implementation (New),https://www.shl.com/products/product-catalog/view/networking-and-implementation-new/,"Networking and Implementation (New): Multi-choice test that measures the knowledge of networking devices, protocols, reference models, routing and implementation of networks.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Node.js (New),https://www.shl.com/products/product-catalog/view/node-js-new/,"Node.js (New): Multi-choice test that measures the basic knowledge of Node.js such as events, streams, file system, error handling, concurrency, DB handling and express…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Nursing (New),https://www.shl.com/products/product-catalog/view/nursing-new/,Nursing (New): Multi-choice test that measures the knowledge of carrying out various nursing tasks.,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Occupational Personality Questionnaire OPQ32r,https://www.shl.com/products/product-catalog/view/occupational-personality-questionnaire-opq32r/,"Occupational Personality Questionnaire OPQ32r: The SHL Occupational Personality Questionnaire, the OPQ32, is one of the most widely used and respected measures of workplace behavioural style in the world…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Operations Management (New),https://www.shl.com/products/product-catalog/view/operations-management-new/,"Operations Management (New): Multi-choice test that measures the knowledge of planning, product design and development, quality management and supply chain management.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
OPQ Candidate Plus Report,https://www.shl.com/products/product-catalog/view/opq-candidate-plus-report/,OPQ Candidate Plus Report: A brief narrative OPQ (Occupational Personality Questionnaire) report designed to be given to the individual who completed the OPQ.,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
OPQ Candidate Report 2.0,https://www.shl.com/products/product-catalog/view/opq-candidate-report-2-0/,OPQ Candidate Report 2.0: A brief narrative OPQ (Occupational Personality Questionnaire) report structure around 3 OPQ profile sections which can be given to candidates to keep after a…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
OPQ Emotional Intelligence Report,https://www.shl.com/products/product-catalog/view/opq-emotional-intelligence-report/,OPQ Emotional Intelligence Report: This OPQ (Occupational Personality Questionnaire) report explores how a person manages feelings and relationships with other people.  It is intended for use in…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
OPQ Leadership Report,https://www.shl.com/products/product-catalog/view/opq-leadership-report/,OPQ Leadership Report: This OPQ (Occupational Personality Questionnaire) report provides a detailed analysis of an individual's leadership potential.  It is based on SHL's leading…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
OPQ Manager Plus Report,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report/,OPQ Manager Plus Report: This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers.  It uses clear succinct bullets and tables for ease…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
OPQ Manager Plus Report 2.0,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report-2-0/,OPQ Manager Plus Report 2.0: This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers. It uses clear succinct bullets and tables for ease…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
OPQ Maximising your Learning Report,https://www.shl.com/products/product-catalog/view/opq-maximising-your-learning-report/,OPQ Maximising your Learning Report: This OPQ (Occupational Personality Questionnaire) report is designed to help people get the most from their development.  It summarises the preferred approach…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
OPQ MQ Sales Report,https://www.shl.com/products/product-catalog/view/opq-mq-sales-report/,OPQ MQ Sales Report: This OPQ (Occupational Personality Questionnaire) report provides a graphical and narrative summary of an individual's natural style that is critical to sales…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
OPQ Premium Plus Report,https://www.shl.com/products/product-catalog/view/opq-premium-plus-report/,"OPQ Premium Plus Report: This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
OPQ Premium Plus Report 2.0,https://www.shl.com/products/product-catalog/view/opq-premium-plus-report-2-0/,"OPQ Premium Plus Report 2.0 : This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
OPQ Profile Report,https://www.shl.com/products/product-catalog/view/opq-profile-report/,OPQ Profile Report: This is a graphical profile charts presenting results across the 32 OPQ scales. It is designed to be interpreted by OPQ trained users only.  Please note this…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
OPQ Team Impact Group Development Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-group-development-report/,"OPQ Team Impact Group Development Report: These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
OPQ Team Impact Individual Development Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-individual-development-report/,"OPQ Team Impact Individual Development Report: These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
OPQ Team Impact Selection Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-selection-report/,"OPQ Team Impact Selection Report: These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
OPQ Team Types & Leadership Styles Profile,https://www.shl.com/products/product-catalog/view/opq-team-types-and-leadership-styles-profile/,OPQ Team Types & Leadership Styles Profile: This OPQ (Occupational Personality Questionnaire) report is based on Belbin's team types and Bass's leadership and reporting styles.  Belbins team types…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
OPQ Team Types and Leadership Styles Report,https://www.shl.com/products/product-catalog/view/opq-team-types-and-leadership-styles-report/,OPQ Team Types and Leadership Styles Report: This OPQ (Occupational Personality Questionnaire) report is based on Belbin's team types and Bass's leadership and reporting styles.  Belbins team types…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
OPQ UCF Development Action Planner Report 1.0,https://www.shl.com/products/product-catalog/view/opq-ucf-development-action-planner-report/,"OPQ UCF Development Action Planner Report 1.0: This OPQ (Occupational Personality Questionnaire) report provides clear and relevant information about an individual's strengths and areas for development, for…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
OPQ UCF Development Action Planner Report 2.0,https://www.shl.com/products/product-catalog/view/opq-ucf-development-action-planner-report-2-0/,"OPQ UCF Development Action Planner Report 2.0: This OPQ (Occupational Personality Questionnaire) report provides clear and relevant information about an individual's strengths and areas for development, for…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
OPQ Universal Competency Report 1.0,https://www.shl.com/products/product-catalog/view/opq-universal-competency-report/,OPQ Universal Competency Report 1.0: This OPQ (Occupational Personality Questionnaire) report is based on the Universal Competency framework.  It graphically outlines how an individual's typical…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
OPQ Universal Competency Report 2.0,https://www.shl.com/products/product-catalog/view/opq-universal-competency-report-2-0/,OPQ Universal Competency Report 2.0: This OPQ (Occupational Personality Questionnaire) report is based on the Universal Competency framework.  It graphically outlines how an individual's typical…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
OPQ User and Managers Report,https://www.shl.com/products/product-catalog/view/opq-user-and-managers-report/,"OPQ User and Managers Report: This OPQ (Occupational Personality Questionnaire) report consists of two reports. The User Report includes a Profile Chart and narrative text, focusing on an…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
OPQ User Report,https://www.shl.com/products/product-catalog/view/opq-user-report/,"OPQ User Report: This OPQ (Occupational Personality Questionnaire) report includes a Profile Chart and narrative text, focusing on an individuals likely way of behaving at…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Oracle DBA (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/oracle-dba-advanced-level-new/,"Oracle DBA (Advanced Level) (New): Multi-choice test that measures the knowledge of Oracle DB architecture, backup and recovery, MySQL administration and advanced topics such as network…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Oracle DBA (Entry Level) (New),https://www.shl.com/products/product-catalog/view/oracle-dba-entry-level-new/,"Oracle DBA (Entry Level) (New): Multi-choice test that measures the knowledge of Oracle database architecture, data management, backup and recovery, and MySQL administration.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Oracle PL/SQL (New),https://www.shl.com/products/product-catalog/view/oracle-plsql-new/,"Oracle PL/SQL (New): Multi-choice test that measures the knowledge of SQL queries, relational database concepts and specific Oracle PL/SQL features.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Oracle WebLogic Server (New),https://www.shl.com/products/product-catalog/view/oracle-weblogic-server-new/,"Oracle WebLogic Server (New): Multi-choice test that measures the knowledge of the concepts of WebLogic such as server installation, administration, node, logs manager, security and…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Organic Chemistry (New),https://www.shl.com/products/product-catalog/view/organic-chemistry-new/,Organic Chemistry (New): Multi-choice test that measures the knowledge of the basic concepts in organic chemistry.,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Paint Technology (New),https://www.shl.com/products/product-catalog/view/paint-technology-new/,"Paint Technology (New): Multi-choice test that measures the knowledge of paint raw materials and precursors, manufacture of different types of coatings, surface treatment and coating…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Pediatrics (New),https://www.shl.com/products/product-catalog/view/pediatrics-new/,"Pediatrics (New): Multi-choice test that measures the basic knowledge of pediatric diseases, their symptoms and the medicines administered to cure or prevent them.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Pega Development (New),https://www.shl.com/products/product-catalog/view/pega-development-new/,"Pega Development (New): Multi-choice test that measures the knowledge of Pega architecture, user interface, rule and user management, case management, integration with external…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Perl (New),https://www.shl.com/products/product-catalog/view/perl-new/,"Perl (New): Multi-choice test that measures the knowledge of Perl scripting used for text manipulation, web development, system administration, etc.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Petrochemical Engineering (New),https://www.shl.com/products/product-catalog/view/petrochemical-engineering-new/,"Petrochemical Engineering (New): Multi-choice test that measures the knowledge of fluid and thermal principles of petrochemical engineering, chemical processes, petroleum composition and…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Petroleum Engineering (New),https://www.shl.com/products/product-catalog/view/petroleum-engineering-new/,"Petroleum Engineering (New): Multi-choice test that measures the knowledge of petroleum engineering, drilling and production operations and offshore petroleum production.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Pharmaceutical Analysis (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-analysis-new/,"Pharmaceutical Analysis (New): Multi-choice test that measures the knowledge of laboratory analytical techniques such as chromatography, titration, spectroscopy, and spectrophotometry.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Pharmaceutical Chemistry (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-chemistry-new/,"Pharmaceutical Chemistry (New): Multi-choice test that measures the knowledge of physical chemistry, organic chemistry, inorganic chemistry, biochemistry and medicinal chemistry.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Pharmaceutical Science (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-science-new/,"Pharmaceutical Science (New): Multi-choice test that measures the knowledge of drug manufacture, drug delivery, drug action, and pharmaceutical analysis techniques.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Pharmaceutics (New),https://www.shl.com/products/product-catalog/view/pharmaceutics-new/,"Pharmaceutics (New): Multi-choice test that measures the knowledge of pharmaceutical engineering and technology for drug manufacture, biopharmaceutics, modern pharmaceutics and…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Pharmacology (New),https://www.shl.com/products/product-catalog/view/pharmacology-new/,"Pharmacology (New): Multi-choice test that measures the knowledge of pharmacological drugs classification, chemotherapy, inflammatory disorders, drug action on nervous system…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
PHP (New),https://www.shl.com/products/product-catalog/view/php-new/,"PHP (New): Multi-choice test that measures the knowledge of OOPs & programming constructs, web & database handling and advanced PHP.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
PJM Development Report,https://www.shl.com/products/product-catalog/view/pjm-development-report/,PJM Development Report: The Person-Job Match Report is unique in that it  matches the performance potential of the  individual to the job’s specific competencies. This  provides you…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
PJM Selection Report,https://www.shl.com/products/product-catalog/view/pjm-selection-report/,"PJM Selection Report: The PJM Report provides a clear indication of each candidate's ""degree of fit"" to a role.  Provides targeted assessment results that match individuals with…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Polymer Engineering (New),https://www.shl.com/products/product-catalog/view/polymer-engineering-new/,"Polymer Engineering (New): Multi-choice test that measures the knowledge of characterization of polymers, processing, synthesis, testing and applications in daily life.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Power Electronics and Drives (New),https://www.shl.com/products/product-catalog/view/power-electronics-and-drives-new/,"Power Electronics and Drives (New): Multi-choice test that measures the knowledge of power semiconductor devices, power electronic converters, drives and control systems.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Power System Engineering (New),https://www.shl.com/products/product-catalog/view/power-system-engineering-new/,"Power System Engineering (New): Multi-choice test that measures the knowledge of power generation and transmission, electrical machines, power systems and drives, control and instrumentation…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Prism (New),https://www.shl.com/products/product-catalog/view/prism-new/,"Prism (New): Multi-choice test that measures the knowledge of modules, patterns and other basic concepts of using the Prism library.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Production and Industrial Engineering (New),https://www.shl.com/products/product-catalog/view/production-and-industrial-engineering-new/,"Production and Industrial Engineering (New): Multi-choice test that measures the knowledge of production technology, quality management, and design and planning of manufacturing systems.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Production Engineering (New),https://www.shl.com/products/product-catalog/view/production-engineering-new/,"Production Engineering (New): Multi-choice test that measures the knowledge of production technology and analysis, metal cutting, tool design, material science and CIM.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Programming Concepts,https://www.shl.com/products/product-catalog/view/programming-concepts/,Programming Concepts: The Programming Concepts test measures knowledge of the core aspects of computer science programming that is valid across programming languages. Designed for…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Project Management (2013),https://www.shl.com/products/product-catalog/view/project-management-2013/,Project Management (2013): The Project Management (2013) test measures knowledge of how to manage projects to ensure that objectives are completed on time and within budget. The test is…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Proofreading v1,https://www.shl.com/products/product-catalog/view/proofreading-v1/,"Proofreading v1: This assessment measures ability to read for errors involving spelling, punctuation, grammar and word choice.  It also measures ability to correct those errors.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Python (New),https://www.shl.com/products/product-catalog/view/python-new/,"Python (New): Multi-choice test that measures the knowledge of Python programming, databases, modules and library.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
R Programming (New),https://www.shl.com/products/product-catalog/view/r-programming-new/,R Programming (New): Multi-choice test that measures the knowledge of R programming and its application in statistics.,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
ReactJS (New),https://www.shl.com/products/product-catalog/view/reactjs-new/,"ReactJS (New): Multi-choice test that measures the technical knowledge of React APIs, render function, JSX, form validation and styling.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Reading Comprehension - English v1,https://www.shl.com/products/product-catalog/view/reading-comprehension-english-v1/,Reading Comprehension - English v1: The Reading Comprehension - English   assessment provides a general measure of   English reading comprehension. This test is   comprised of items that contain…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Reading Comprehension - Spanish v1,https://www.shl.com/products/product-catalog/view/reading-comprehension-spanish-v1/,Reading Comprehension - Spanish v1: The Reading Comprehension - Spanish assessment provides a general measure of Spanish reading comprehension. This test is comprised of items that contain a…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Reading Comprehension v2,https://www.shl.com/products/product-catalog/view/reading-comprehension-v2/,Reading Comprehension v2: The Reading Comprehension - English   assessment provides a general measure of   English reading comprehension. This test is   comprised of items that contain…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
RemoteWorkQ,https://www.shl.com/products/product-catalog/view/remoteworkq/,"RemoteWorkQ: Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
RemoteWorkQ Manager Report,https://www.shl.com/products/product-catalog/view/remoteworkq-manager-report/,"RemoteWorkQ Manager Report: Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
RemoteWorkQ Participant Report,https://www.shl.com/products/product-catalog/view/remoteworkq-participant-report/,"RemoteWorkQ Participant Report : Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
RESTful Web Services (New),https://www.shl.com/products/product-catalog/view/restful-web-services-new/,"RESTful Web Services (New): Multi-choice test that measures the knowledge of REST features, architecture, handling requests, producing responses, entity translation, working with return…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Retail Sales and Service Simulation,https://www.shl.com/products/product-catalog/view/retail-sales-and-service-simulation/,Retail Sales and Service Simulation: The Retail Sales and Service Simulation measures the ability of a candidate to choose effective sales and service techniques while interacting with customers…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Reviewing Forms - US (R1),https://www.shl.com/products/product-catalog/view/reviewing-forms-us-r1/,Reviewing Forms - US (R1): This assessment measures ability to detect errors in forms by comparing text in a form to text in a paragraph format. Based on information in the paragraph…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Ruby (New),https://www.shl.com/products/product-catalog/view/ruby-new/,"Ruby (New): Multi-choice test that measures the knowledge of Ruby strings, collection classes, regular expressions, methods, object oriented programming, exception…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Ruby on Rails (New),https://www.shl.com/products/product-catalog/view/ruby-on-rails-new/,"Ruby on Rails (New): Multi-choice test that measures the knowledge of Ruby Programming, Rails installation, Rails MVC and Rails programming model.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Sales & Service Phone Simulation,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-simulation/,"Sales & Service Phone Simulation : As part of Contact Center Simulations, the Sales & Service Phone Simulation is designed for contact center roles that involve sales or sales-related behaviors…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Sales & Service Phone Solution,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-solution/,"Sales & Service Phone Solution: As part of Contact Center Simulations, the Sales & Service Phone Solution includes a contact center simulation and three behavioral tests designed to measure a…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Sales Interview Guide,https://www.shl.com/products/product-catalog/view/sales-interview-guide/,Sales Interview Guide: The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Interview guide was developed to enable you to use the Sales Report…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Sales Profiler Cards,https://www.shl.com/products/product-catalog/view/sales-profiler-cards/,Sales Profiler Cards: The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Profiler cards have been developed to enable you to use the Sales…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Sales Transformation 1.0 - Individual Contributor,https://www.shl.com/products/product-catalog/view/sales-transformation-report-individual-contributor/,Sales Transformation 1.0 - Individual Contributor: This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Sales Transformation 2.0 - Individual Contributor,https://www.shl.com/products/product-catalog/view/salestransformationreport2-0-individualcontributor/,Sales Transformation 2.0 - Individual Contributor: This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Sales Transformation Report 1.0 - Sales Manager,https://www.shl.com/products/product-catalog/view/sales-transformation-report-sales-manager/,Sales Transformation Report 1.0 - Sales Manager: This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Sales Transformation Report 2.0 - Sales Manager,https://www.shl.com/products/product-catalog/view/sales-transformation-report-2-0-sales-manager/,Sales Transformation Report 2.0 - Sales Manager: This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability…,Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Salesforce Development (New),https://www.shl.com/products/product-catalog/view/salesforce-development-new/,"Salesforce Development (New): Multi-choice test that measures the knowledge of Salesforce platform, design and data models, business logic, data management and analytics.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
SAP ABAP (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/sap-abap-advanced-level-new/,"SAP ABAP (Advanced Level) (New): Multi-choice test that measures the knowledge of SAP ABAP dictionary, dialog programming, reports, enhancements, workflows, optimizations and advanced ABAP…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
SAP ABAP (Intermediate Level) (New),https://www.shl.com/products/product-catalog/view/sap-abap-intermediate-level-new/,"SAP ABAP (Intermediate Level) (New): Multi-choice test that measures the knowledge of SAP ABAP dictionary, elements, operations, architecture, ABAP data types, ABAP reporting, batch data…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
SAP Basis (New),https://www.shl.com/products/product-catalog/view/sap-basis-new/,"SAP Basis (New): Multi-choice test that measures the knowledge of SAP architecture, database administration, background processing, user administration, client administration…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
SAP Business Objects WebI (New),https://www.shl.com/products/product-catalog/view/sap-business-objects-webi-new/,"SAP Business Objects WebI (New): Multi-choice test that measures the knowledge of SAP interactive analysis, reporting, formatting and scheduling documents.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
SAP BW (Business Warehouse) (New),https://www.shl.com/products/product-catalog/view/sap-bw-business-warehouse-new/,"SAP BW (Business Warehouse) (New): Multi-choice test that measures the knowledge of SAP architecture, meta data, data modelling, extraction, loading, scheduling, data reporting, performance…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
SAP HCM (Human Capital Management) (New),https://www.shl.com/products/product-catalog/view/sap-hcm-human-capital-management-new/,"SAP HCM (Human Capital Management) (New): Multi-choice test that measures the knowledge of SAP HR/ HCM structure, personnel administration, SAP HCM tasks, SAP HCM SuccessFactors solutions.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
SAP Hybris (New),https://www.shl.com/products/product-catalog/view/sap-hybris-new/,"SAP Hybris (New): Multi-choice test that measures the knowledge of Hybris extensions, its architecture, configuration, data modelling and management, service layer programming…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
SAP Materials Management (New),https://www.shl.com/products/product-catalog/view/sap-materials-management-new/,"SAP Materials Management (New): Multi-choice test that measures the knowledge of SAP materials management, organization units integration, purchasing, pricing, release procedure, contracts…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
SAP SD (Sales and Distribution) (New),https://www.shl.com/products/product-catalog/view/sap-sd-sales-and-distribution-new/,"SAP SD (Sales and Distribution) (New): Multi-choice test that measures the knowledge of ERP basics, SAP architecture, sales, distribution, master data, documents, basic functions in S&D, billing…",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Search Engine Optimization (New),https://www.shl.com/products/product-catalog/view/search-engine-optimization-new/,"Search Engine Optimization (New): Multi-choice test that measures the knowledge on the concepts of need of SEO, SEO planning, SEO strategies, SEO software, tools and exchanging links.",Individual Test Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
